Ref. Charge Code,Category,NCIC Category,Long Description,
569.090-003Y202029,Property Damage,29,TAMPERING WITH PROPERTY OF ANOTHER - 2ND DEGREE,
570.140-001Y202026,Fraud,26,DECEPTIVE BUSINESS PRACTICE,
571.030-018Y202052,Weapons,52,"UNLAWFUL USE OF WEAPON - SUBSECTION 10 - CARRIES UNLOADED WEAPON INTO SCHOOL, BUS, PREMISES, FUNCTION",
574.010-001Y202053,Peace Disturbance,53,"PEACE DISTURBANCE, SECOND OR SUBSEQUENT OFFENSES",
575.030-002Y202050,Judicial Offense,50,HINDERING PROSECUTION,
575.100-002Y202050,Judicial Offense,50,TAMPERING WITH PHYSICAL EVIDENCE,
578.012-001Y202055,Health Violation,55,ANIMAL ABUSE,
142.914-001Y202061,Taxation,61,MOTOR VEHICLE FUEL TRANSPORTATION OFFENSE - 2ND OR SUBSEQUENT OFFENSE,
142.905-001Y202061,Taxation,61,MOTOR VEHICLE FUEL TAX EVASION,
198.632-001N202029,Property Damage,29,HAMPER/OBSTRUCT/TAMPER/DESTROY ELECTRONIC MONITORING DEVICE IN RESIDENT'S ROOM OR DESTROY/CORRUPT DATA FROM DEVICE,
198.632-002N202057,Privacy or Trespass,57,PLACE ELECTRONIC MONITORING DEVICE IN RESIDENT'S ROOM OR CONSENTS TO PLACEMENT W/O AUTHORIZATION,
578.700-001N202026,Fraud,26,NOTARIAL MISCONDUCT-PRESENCE OF PRINCIPAL/IDENTITY OF PRINCIPAL/FALSE CERTIFICATE,
578.700-002N202026,Fraud,26,NOTARY PERFORM PROHIBITED ACT OR FAIL TO PERFORM REQUIRED ACT,
578.700-003N202026,Fraud,26,ACT AS OR IMPERSONATE A NOTARY,
578.700-004N202029,Property Damage,29,OBTAIN/CONCEAL/DEFACE/DESTROY SEAL/RECORDS OF NOTARY,
578.700-005N202026,Fraud,26,SOLICIT/COERCE/INFLUENCE NOTARY MISCONDUCT,
578.700-006N202029,Property Damage,29,OBTAIN/CONCEAL/DEFACE/DESTROY/DAMAGE NOTARY SOFTWARE/HARDWARE/DISK/CERTIFICATE ETC,
579.065-003Y202035,Drugs,35,TRAFFICKING DRUGS OR ATTEMPT- 1ST DEGREE - FLUNITRAZEPAM/GHB - 2ND OR SUBSEQUENT OFFENSE,
579.065-004Y202035,Drugs,35,TRAFFICKING DRUGS OR ATTEMPT- 1ST DEGREE - FLUNITRAZEPAM/GHB - 1ST OFFENSE,
579.068-004Y202035,Drugs,35,TRAFFICKING DRUGS - 2ND DEGREE - FLUNITRAZEPAM - 2ND OR SUBSEQUENT OFFENSE,
579.068-005Y202035,Drugs,35,TRAFFICKING DRUGS - 2ND DEGREE - FLUNITRAZEPAM - 1ST OFFENSE,
217.850-001Y202073,Assorted Other,73,UNLAWFUL USE OF UNMANNED AIRCRAFT OVER CORRECTIONAL CENTER - DELIVER WEAPON/PROHIBITED ITEM,
217.850-002Y202049,Escape,49,UNLAWFUL USE OF UNMANNED AIRCRAFT OVER CORRECTIONAL CENTER - FACILITATE ESCAPE,
217.850-003Y202035,Drugs,35,UNLAWFUL USE OF UNMANNED AIRCRAFT OVER CORRECTIONAL CENTER - DELIVER CONTROLLED SUBSTANCE,
217.850-004Y202073,Assorted Other,73,UNLAWFUL USE OF UNMANNED AIRCRAFT OVER CORRECTIONAL CENTER,
577.800-001Y202073,Assorted Other,73,UNLAWFUL USE OF UNMANNED AIRCRAFT OVER OPEN-AIR FACILITY - DELIVER WEAPON/PROHIBITED ITEM,
577.800-002Y202035,Drugs,35,UNLAWFUL USE OF UNMANNED AIRCRAFT OVER OPEN-AIR FACILITY - DELIVER CONTROLLED SUBSTANCE,
577.800-003N202073,Assorted Other,73,UNLAWFUL USE OF UNMANNED AIRCRAFT OVER OPEN-AIR FACILITY,
632.460-001Y202073,Assorted Other,73,UNLAWFUL USE OF UNMANNED AIRCRAFT OVER MENTAL HEALTH HOSPITAL - DELIVER WEAPON/PROHIBITED ITEM,
632.460-002Y202049,Escape,49,UNLAWFUL USE OF UNMANNED AIRCRAFT OVER MENTAL HEALTH HOSPITAL - FACILITATE ESCAPE,
632.460-003Y202035,Drugs,35,UNLAWFUL USE OF UNMANNED AIRCRAFT OVER MENTAL HEALTH HOSPITAL - DELIVER CONTROLLED SUBSTANCE,
632.460-004N202073,Assorted Other,73,UNLAWFUL USE OF UNMANNED AIRCRAFT OVER MENTAL HEALTH HOSPITAL,
562.014-001Y202073,Assorted Other,73,CONSPIRACY TO COMMITT CLASS A/B/C FELONY OR UNCLASS FELONY EXCEEDING 10 YEARS,
570.027-001Y202012,Robbery,12,VEHICLE HIJACKING - SERIOUS PHYSICAL INJURY/DEADLY WEAPON/DANGEROUS INSTRUMENT/VULNERABLE PERSON,
570.027-002Y202012,Robbery,12,VEHICLE HIJACKING,
571.070-002Y202052,Weapons,52,UNLAWFUL POSSESSION OF A FIREARM - DANGEROUS FELON,
578.423-001Y202055,Health Violation,55,PARTICIPATING KNOWINGLY IN CRIMINAL STREET GANG ACTIVITIES,
578.045-001Y202073,Assorted Other,73,COMMITTING DANGEROUS FELONY FOR BENEFIT OF STREET GANG,
578.045-002Y202073,Assorted Other,73,COMMITTING FELONY FOR BENEFIT OF STREET GANG,
209.204-001N202026,Fraud,26,MISREPRESENT A DOG AS A SERVICE DOG OR ANIMAL AS ASSISTANCE ANIMAL -2ND/SUBSEQUENT OFFENSE,
209.204-002N202026,Fraud,26,MISREPRESENT A DOG AS A SERVICE DOG OR ANIMAL AS ASSISTANCE ANIMAL,
557.035-009Y201713,Assault,13,ASSAULT MOTIVATED BY DISCRIMINATION - 4TH DEGREE,
307.125-001N202054,Motor Vehicle,54,"FAIL TO DISPLAY REQUIRED LIGHTED TAILLAMP, REFLECTOR, FLASHING LIGHT, LAMP OR LANTERN ON ANIMAL-DRIVEN VEHICLE",
307.125-002N202054,Motor Vehicle,54,FAIL TO DISPLAY REQUIRED FLASHING LIGHT ON ANIMAL-DRIVEN VEHICLE ON HIGHWAY,
307.010-001N202054,Motor Vehicle,54,FAIL TO COVER OR SUFFICIENTLY SECURE VEHICLE LOAD,
307.090-001N202054,Motor Vehicle,54,EQUIPPED MOTOR VEHICLE WITH MORE THAN 1 SPOTLAMP,
307.172-001N202054,Motor Vehicle,54,OPERATE MOTOR VEHICLE WITH FRONT/REAR BUMPER(S) RAISED ABOVE MAXIMUM BUMPER HEIGHTS,
307.172-002N202054,Motor Vehicle,54,OPERATE MOTOR VEHICLE HAVING BUMPER(S) AS STANDARD EQUIPMENT WITHOUT FRONT/REAR BUMPERS,
307.400-015N202054,Motor Vehicle,54,OPERATE MOTOR CARRIER VEHICLE WITH 5TH WHEEL IN POSITION TO INTERFERE WITH SAFETY/WEIGHT,
307.400-016N202054,Motor Vehicle,54,OPERATE MOTOR CARRIER VEHICLE ON TIRES WITH FABRIC EXPOSED/INFERIOR LOAD RATE/GROOVE DEPTH,
307.400-017N202054,Motor Vehicle,54,OPERATE MOTOR CARRIER VEHICLE WITH WIPERS NOT IN CONDITION TO PROVIDE CLEAR DRIVER VISION,
307.400-018N202054,Motor Vehicle,54,OPERATE MOTOR CARRIER VEHICLE IN ICE/SNOW/FROST CONDITIONS WITHOUT A DEFROSTING DEVICE,
307.400-019N202054,Motor Vehicle,54,FAIL TO DISPLAY RED FLAG/LAMP ON PROJECTION EXCEEDING 4 FEET FROM MOTOR CARRIER VEHICLE,
307.400-027N202054,Motor Vehicle,54,OPERATE/DISPLAY MOTOR CARRIER VEHICLE KNOWING DEFECT IN EXHAUST COULD BE HAZARDOUS TO OCCUPANT,
307.173-001N202054,Motor Vehicle,54,OPERATE MOTOR VEHICLE WITH VISION REDUCING MATERIAL APPLIED TO WINDSHIELD/EXCESSIVE VISION REDUCING MATERIAL APPLIED TO SIDE WINDOW,
307.400-020N202054,Motor Vehicle,54,FAIL TO EQUIP MOTOR CARRIER VEHICLE WITH MIRRORS CAPABLE OF REFLECTING CLEAR REAR VIEW,
307.400-021N202054,Motor Vehicle,54,OPERATE MOTOR CARRIER VEHICLE WITH IMPROPER/DEFECTIVE TOW BAR/5TH WHEEL/SADDLE MOUNT OR PINTLE,
307.400-022N202054,Motor Vehicle,54,FAIL TO EQUIP MOTOR CARRIER POWER UNIT WITH FIRE EXTINGUISHER PROPERLY FILLED/ACCESSIBLE,
307.400-023N202054,Motor Vehicle,54,FAIL TO EQUIP MOTOR CARRIER VEHICLE WITH DEVICES TO ASSURE LOAD WOULD NOT SHIFT/FALL,
307.400-024N202054,Motor Vehicle,54,OPERATE COMMERCIAL MOTOR VEHICLE OR TRAILER THAT WAS DECLARED OUT-OF-SERVICE FOR INADEQUATE/DEFECTIVE EQUIP/HAZARDOUS MATERIAL MARKINGS,
307.400-025N202054,Motor Vehicle,54,MISCELLANEOUS FEDERAL MOTOR CARRIER CODE - ANY FEDERAL MOTOR CARRIER CHARGE NOT ITEMIZED IN THIS SECTION SHALL BE ASSIGNED THIS CODE,
307.400-026N202054,Motor Vehicle,54,OPERATE COMMERCIAL MOTOR VEHICLE WHILE DRIVER IS SUBJECT TO AN OUT-OF-SERVICE ORDER,
307.400-028N202054,Motor Vehicle,54,DRIVER OPERATE COMMERCIAL MOTOR VEHICLE WITHOUT SEATBELT,
307.400-029N202054,Motor Vehicle,54,OPERATED MOTOR CARRIER VEHICLE WITH UNSAFE/IMPROPER FRAME/SUSPENSION/AXLE/WHEEL/RIM OR STEERING SYSTEM,
304.157-001N202054,Motor Vehicle,54,LANDOWNER TOWED ABANDONED PROPERTY WITHOUT AUTHORIZATION OF LAW ENFORCEMENT OFFICER WHEN NOT PRESENT/WHEN NO SIGN DISPLAYED WARNS SUCH,
304.158-001N202054,Motor Vehicle,54,ANY VIOLATION OF TOWING REGULATIONS FROM SECTION 304.155 TO 304.158,
307.370-003N202054,Motor Vehicle,54,DISPLAY/PERMIT DISPLAY OF FICTITIOUS VEHICLE INSPECTION CERTIFICATE/STICKER,
307.360-003N202054,Motor Vehicle,54,EXCEED PRIVATE INSPECTION STATION AUTHORITY BY INSPECTING VEHICLE OF PERSON NOT LISTED IN PERMIT,
304.151-001N202054,Motor Vehicle,54,FAILURE TO MOVE VEHICLE WHICH IS OBSTRUCTING FLOW OF TRAFFIC,
307.400-014N202054,Motor Vehicle,54,FAIL TO PROPERLY MOUNT/SECURE/VENT/MAINTAIN FUEL TANK/LINES ON MOTOR CARRIER VEHICLE,
307.370-002N202054,Motor Vehicle,54,ISSUED CERTIFICATE OF VEHICLE INSPECTION OR STICKER WITHOUT VALID PERMIT,
197.326-002Y202051,Bribery,51,OFFERING BRIBE TO HEALTH FACILITIES REVIEW COMMITTEE - 1ST OFFENSE,
217.120-001Y202051,Bribery,51,DEPARTMENT OF CORRECTIONS EMPLOYEE DIRECTLY/INDIRECTLY RECEIVE ANYTHING OF VALUE FOR PROCURING/ATTEMPT/ASSIST TO PROCURE THE PARDON OR PAROLE OF OFFENDER,
229.475-001N202073,Assorted Other,73,DIGGING OR REMOVAL OF PLANTS/PLANT PARTS FROM ANY COUNTY/STATE HIGHWAY OR ROADWAY,
229.090-001N202073,Assorted Other,73,SALES AGENT VIOLATION OR PECUNIARY INTEREST IN CONSTRUCTION CONTRACT,
229.100-001N202073,Assorted Other,73,WILLFULLY FAIL TO COMPLY WITH PROVISIONS OF SECTIONS 229.040- 229.200 REGARDING INSTALLATION OF UTILITIES,
578.100-001N202073,Assorted Other,73,SELLING PROHIBITED GOODS ON SUNDAY,
347.183-002N202073,Assorted Other,73,FAILURE/REFUSAL TO SUBMIT BOOKS/RECORDS OF LIMITED LIABILITY COMPANY TO THE SECRETARY OF STATE,
110.140-001N202073,Assorted Other,73,CLERK OF COUNTY COMMISSION DISCLOSES AMOUNT OF BID BEFORE SELECTION OF DEPOSITARIES,
417.230-001N202073,Assorted Other,73,FAILURE TO REGISTER A FICTITIOUS NAME,
105.454-002N202073,Assorted Other,73,ETHICS VIOLATION BY ELECTED OFFICIAL OR LOBBYIST- 1ST OFFENSE,
361.290-001Y202073,Assorted Other,73,"DIRECTOR/DEPUTY/EXAMINER/EMPLOYEE/CLERK/STENOGRAPHER OF DIVISION OF FINANCE - NEGLECT OF DUTIES, MISFEASANCE OR MALFEASANCE",
29.080-001Y202073,Assorted Other,73,STATE AUDITOR EXAMINER - VIOLATE OATH OF OFFICE OR ANY DUTY IMPOSED BY CHAPTER 29,
359.172-001N202073,Assorted Other,73,FAILURE TO FILE AMENDMENT TO A CERTIFICATE OF LIMITED PARTNERSHIP IN A TIMELY MANNER,
109.270-001N202073,Assorted Other,73,DESTRUCTION OF STATE RECORDS,
30.400-001Y202073,Assorted Other,73,VIOLATION OF PROVISIONS OF SECTION 30.400 REGARDING STATE TREASURER'S HANDLING OF STATE MONEY OR BONDS,
84.340-001N202073,Assorted Other,73,SERVING WITHOUT LICENSE AS PRIVATE WATCHMAN/DETECTIVE/POLICEMAN,
105.452-002Y202073,Assorted Other,73,COMMITTED ACTS PROHIBITED BY ELECTED AND APPOINTED PUBLIC OFFICIALS AND EMPLOYEES - 1ST OFFENSE,
105.458-002Y202073,Assorted Other,73,COMMITTED ACT PROHIBITED BY MEMBERS OF GOVERNING BODIES OF POLITICAL SUBDIVISIONS - 1ST OFFENSE,
276.536-002N202073,Assorted Other,73,VIOLATE PROVISIONS OF SECTION 276.536 REGARDING STOCKYARDS/GRAIN/PRODUCE EXCHANGES,
268.151-001Y202073,Assorted Other,73,BRAND/ATTEMPT TO BRAND/CAUSE TO BE BRANDED AN ANIMAL BELONGING TO ANOTHER,
268.151-002Y202073,Assorted Other,73,BRAND/ATTEMPT TO BRAND/CAUSE TO BE BRANDED AN ANIMAL USING THE RECORDED BRAND OF ANOTHER,
362.421-001N202073,Assorted Other,73,"USING THE WORDS ""BANK"", ""BANKER"", OR ""BANKING"" TO DESIGNATE BUSINESS, WHEN NOT ENGAGED IN THE BUSINESS OF BANKING",
384.071-001N202073,Assorted Other,73,SURPLUS LINES LICENSEE WHO REPRESENTS OR AIDS NONADMITTED INSURER IN VIOLATION OR SECTIONS 384.011 TO 384.071,
84.720-001N202073,Assorted Other,73,VIOLATIONS OF LICENSING REGULATIONS AND PROCEDURES FOR PRIVATE SECURITY PERSONNEL AND ORGANIZATIONS,
408.052-001N202073,Assorted Other,73,CHARGING ILLEGAL POINTS OR FEES ON LOAN,
167.031-002N202073,Assorted Other,73,TRUANCY,
362.171-001Y202073,Assorted Other,73,VIOLATE SECTION 362.171 REGARDING BANK OR TRUST COMPANY OFFICER/DIRECTOR/AGENT/CLERK OR EMPLOYEE MAKING EXCESSIVE LOAN,
375.470-001Y202073,Assorted Other,73,"DIRECTOR/DEPUTY DIRECTOR OF DIVISION OF INSURANCE - WILLFULLY FAIL, REFUSE OR NEGLECT TO KEEP, DEPOSIT, ACCOUNT OR SURRENDER SECURITIES TRANSFERRED TO DIVISION OF INSURANCE",
325.015-001N202073,Assorted Other,73,ACTING AS PUBLIC ADJUSTER/SOLICITOR WITHOUT A LICENSE,
115.158-001N202073,Assorted Other,73,COMMERCIAL USE OF CENTRALIZED VOTER REGISTRATION DATABASE,
325.055-001N202073,Assorted Other,73,REPAIR/REPLACEMENT OF DAMAGED PROPERTY BY PUBLIC ADJUSTER/SOLICITOR,
209.202-003N202073,Assorted Other,73,CHASING/HARASSING A SERVICE DOG,
209.160-001N202073,Assorted Other,73,"DENY OR INTERFERE WITH RIGHTS OF A BLIND, DEAF OR PHYSICALLY DISABLED PERSON",
209.204-002N202073,Assorted Other,73,IMPERSONATE PERSON WITH DISABILITY FOR THE PURPOSE OF RECEIVING ACCOMMODATION FOR SERVICE DOG UNDER AMERICANS WITH DISABILITIES ACT - 2ND OR SUBSEQUENT OFFENSE,
301.563-001N202073,Assorted Other,73,REFUSAL OF SUBPOENA FROM DEPARTMENT OF REVENUE/REFUSAL TO BE SWORN/PRODUCE EVIDENCE,
362.460-001N202073,Assorted Other,73,FOREIGN BANKING CORPORATION-FAIL TO MAKE REPORT REQUIRED BY SECTION 362.460,
387.290-001Y202073,Assorted Other,73,VIOLATE PROVISIONS OF SECTION 387.290 REGARDING REGULATION OF MOTOR CARRIERS BY DIVISION OF MOTOR CARRIERS AND RAILROAD SAFETY,
390.330-001N202073,Assorted Other,73,MAKE RESTRICTED INFORMATION OF MISSOURI DEPARTMENT OF TRANSPORTATION AVAILABLE TO PUBLIC WITHOUT AN ORDER FROM DIVISION DIRECTOR OR AN ADMINISTRATIVE LAW JUDGE,
622.130-001N202073,Assorted Other,73,"ATTEMPT TO INFLUENCE EMPLOYMENT DECISION BY COMMON CARRIER, PROVIDE EMPLOYMENT OR GIFT TO ADMINISTRATIVE LAW JUDGE/EMPLOYEE OF DIVISION OF MOTOR CARRIER",
34.160-001Y202073,Assorted Other,73,ACCEPTANCE OF GIFT/REBATE/THING OF VALUE FROM BIDDER BY COMMISSIONER OF ADMINISTRATION,
622.400-001N202073,Assorted Other,73,VIOLATION OF CLOSED RECORDS PROVISIONS OF THE DIVISION OF MOTOR CARRIER AND RAILROAD SAFETY,
361.080-001N202073,Assorted Other,73,"DISCLOSE CONFIDENTIAL INFORMATION REGARDING PRIVATE ACCOUNTS OF A BANK, TRUST COMPANY OR SMALL LOAN BUSINESS",
451.040-001N202073,Assorted Other,73,VIOLATION OF MARRIAGE LICENSING REQUIREMENT,
451.040-002N202073,Assorted Other,73,USING THE SOCIAL SECURITY NUMBER CONTAINED IN AN APPLICATION FOR A MARRIAGE LICENSE FOR EXAMINATION OR COPYING,
451.130-001N202073,Assorted Other,73,FAILURE TO ISSUE A RECORD OR RETURN A MARRIAGE LICENSE,
290.340-001N202073,Assorted Other,73,WILLFULLY VIOLATED OR FAILED TO COMPLY WITH SECTIONS 290.210- 290.340 REGARDING PREVAILING HOURLY WAGES ON PUBLIC WORKS,
290.080-001N202073,Assorted Other,73,FAILURE TO PAY WAGES WITHIN REQUIRED TIME,
290.575-001N202073,Assorted Other,73,KNOWINGLY FAIL TO USE MISSOURI LABORERS OR LABORERS FROM NON-RESTRICTIVE STATES IN TIME OF EXCESSIVE UNEMPLOYMENT,
257.430-001Y202073,Assorted Other,73,VIOLATE PROVISIONS OF SECTION 257.430 REGARDING USE/PROFITING FROM ASSETS OR CONTRACTS OF WATER CONSERVANCY DISTRICT,
92.920-001Y202073,Assorted Other,73,"MEMBERS/EMPLOYEES OF LAND REUTILIZATION AUTHORITY - RECEIVE COMPENSATION, EMOLUMENT OR PROFIT FROM LANDS HELD BY THE AUTHORITY",
610.125-002N202073,Assorted Other,73,FAIL TO EXPUNGE INFORMATION OR RELEASES ARREST INFORMATION ORDERED EXPUNGED,
77.460-001N202073,Assorted Other,73,CITY OFFICIAL KNOWINGLY/WILLFULLY ALLOWS ANY CLAIM OR DEMAND AGAINST CITY WHEN CONTRACT/AGREEMENT NOT AUTHORIZED BY LAW,
79.360-001N202073,Assorted Other,73,CITY OFFICIAL ALLOWING UNAUTHORIZED CLAIM AGAINST CITY,
306.030-001N202073,Assorted Other,73,VIOLATION OF THE 60 DAY RECIPROCITY OF WATERCRAFT,
306.030-002N202073,Assorted Other,73,REGISTRATION DECALS NOT DISPLAYED ON WATERCRAFT,
306.030-003N202073,Assorted Other,73,MISSING OR ILLEGIBLE REGISTRATION NUMBERS ON WATERCRAFT,
306.030-004N202073,Assorted Other,73,REGISTRATION NUMBERS NOT SPACED PROPERLY ON WATERCRAFT,
306.030-005N202073,Assorted Other,73,REGISTRATION NOT ABOARD - VESSEL,
306.030-006N202073,Assorted Other,73,REGISTRATION NOT DISPLAYED ON VESSEL,
306.030-007N202073,Assorted Other,73,IMPROPER NUMBERS DISPLAYED ON VESSEL,
306.903-001N202073,Assorted Other,73,FAIL TO DISPLAY IDENTIFYING INFORMATION ON DOCK,
306.020-002N202073,Assorted Other,73,PERMIT OPERATION OF A BOAT WITHOUT REGISTRATION,
306.030-008N202073,Assorted Other,73,REGISTRATION NUMBER NOT CONTRASTING IN COLOR ON WATERCRAFT,
306.030-009N202073,Assorted Other,73,IMPROPER SIZE OR PLACEMENT OF REGISTRATION NUMBERS,
306.125-001N202073,Assorted Other,73,"OPERATE MOTORBOAT, VESSEL, WATERCRAFT EXCEEDING 30 MILES PER HOUR 0NE-HALF HOUR AFTER SUNSET OR ONE HOUR PRIOR TO SUNRISE ON DESIGNATED WATERWAYS",
306.126-001N202073,Assorted Other,73,FAIL TO DISLAY/IMPROPER DISPLAY OF SPECIFIED SKI FLAG FROM 11 O'CLOCK A.M. TO SUNSET,
306.126-002N202073,Assorted Other,73,KNOWINGLY OPERATE WATERCRAFT IN EXCESS OF SLOW-NO WAKE SPEED WITHIN FIFTY YARDS OF A VESSEL DISPLAYING RED FLAG,
306.100-008N202073,Assorted Other,73,NO VENTILATION OF WATERCRAFT,
306.100-009N202073,Assorted Other,73,IMPROPER WATERCRAFT VENTILATION,
306.100-010N202073,Assorted Other,73,INSUFFICIENT NUMBER OF WATERCRAFT FIRE EXTINGUISHERS,
306.100-011N202073,Assorted Other,73,WATERCRAFT FIRE EXTINGUISHER NOT UNITED STATES COAST GUARD APPROVED,
306.100-012N202073,Assorted Other,73,WATERCRAFT FIRE EXTINGUISHER NOT IN SERVICEABLE CONDITION,
306.100-013N202073,Assorted Other,73,NO WATERCRAFT SOUND PRODUCING DEVICE,
306.100-014N202073,Assorted Other,73,WATERCRAFT SOUND PRODUCING DEVICE NON-SERVICEABLE,
306.100-015N202073,Assorted Other,73,NO WATERCRAFT BELL,
306.100-016N202073,Assorted Other,73,WATERCRAFT BELL NOT SERVICEABLE,
306.100-017N202073,Assorted Other,73,FAILURE TO TERMINATE DUE TO OVERLOADING OF WATERCRAFT,
306.903-002N202073,Assorted Other,73,PERMITTING A BOAT DOCK TO FLOAT FREELY WITHOUT BEING MOORED,
306.020-004N202073,Assorted Other,73,NUMBERS NOT DISPLAYED ON BOTH SIDES OF VESSEL,
306.147-001N202073,Assorted Other,73,VIOLATION OF MUFFLER REGULATIONS FOR MOTORBOAT,
306.115-001N202073,Assorted Other,73,PARASAILING VIOLATION WITHOUT OBSERVER OR BETWEEN SUNSET AND SUNRISE,
306.142-001N202073,Assorted Other,73,"OPERATE PERSONAL WATERCRAFT IN AN UNSAFE, RECKLESS OR IMPRUDENT MANNER",
306.142-002N202073,Assorted Other,73,OPERATE PERSONAL WATERCRAFT IN EXCESS OF SLOW NO-WAKE SPEED WITHIN 50 FEET OF ANY VESSEL OR PERSON IN/ON WATER,
306.142-003N202073,Assorted Other,73,"PULL PERSON ON WATER SKIS, SURFBOARD OR SIMILAR DEVICE BEHIND PERSONAL WATERCRAFT WITHOUT OBSERVER/APPROVED MIRROR",
306.142-004N202073,Assorted Other,73,OPERATE PERSONAL WATERCRAFT WITHOUT ALL PERSONS ABOARD WEARING PERSONAL FLOTATION DEVICE APPROVED BY UNITED STATES COASTGUARD,
306.142-005N202073,Assorted Other,73,"LANYARD TYPE OF ENGINE CUTOFF SWITCH NOT ATTACHED TO PERSON'S BODY, CLOTHING OR PERSONAL FLOTATION DEVICE WHILE OPERATING WATERCRAFT",
306.142-006N202073,Assorted Other,73,AUTHORIZE OR KNOWINGLY PERMIT OPERATION OF PERSONAL WATERCRAFT IN VIOLATION OF SECTION 306.142,
306.142-007N202073,Assorted Other,73,OPERATING PERSONAL WATERCRAFT WITHOUT SUPERVISION WHILE UNDER 14 YEARS OF AGE,
306.100-001N202073,Assorted Other,73,NAVIGATION BULB BURNED OUT,
306.100-002N202073,Assorted Other,73,DISPLAYING LIGHTS OTHER THAN PRESCRIBED ON WATERCRAFT,
306.100-003N202073,Assorted Other,73,NOT DISPLAYING NAVIGATION LIGHTS,
306.120-003N202073,Assorted Other,73,SKIING BETWEEN THE HOURS OF SUNSET AND SUNRISE,
306.120-004N202073,Assorted Other,73,TOWING SKIER SO AS TO MAKE THE SKIER COLLIDE WITH ANY OBJECT,
306.120-005N202073,Assorted Other,73,MANIPULATING SKIS OR SIMILAR DEVICE TO COLLIDE WITH OBJECT OR PERSON,
306.122-001N202073,Assorted Other,73,UNDER AGE OPERATOR OF MOTORBOAT NOT UNDER DIRECT SUPERVISION,
306.122-002N202073,Assorted Other,73,OPERATING MOTOR BOAT WHILE UNDER 14 YEARS OF AGE,
306.124-001N202073,Assorted Other,73,OBSTRUCTION TO NAVIGATION SO AS TO ENDANGER OPERATION OF WATERCRAFT,
306.124-002N202073,Assorted Other,73,MARK WATERWAYS SO AS TO ENDANGER OPERATION OF WATERCRAFT,
306.124-003N202073,Assorted Other,73,MARK WATERWAYS SO AS TO CONFLICT WITH PRESCRIBED MARKING SYSTEM,
306.124-004N202073,Assorted Other,73,OPERATED VESSEL IN VIOLATION OF REGULATORY MARKERS,
306.124-005N202073,Assorted Other,73,MOORE/FASTEN/TAMPER/REMOVE/OBSTRUCT/INTERFERE WITH REGULATORY MARKER,
306.125-002N202073,Assorted Other,73,OPERATING MOTORBOAT IN CARELESS OR IMPRUDENT MANNER,
306.125-003N202073,Assorted Other,73,EXCESSIVE RATE OF SPEED OF WATERCRAFT,
306.125-004N202073,Assorted Other,73,FAILURE TO EXERCISE HIGHEST DEGREE OF CARE OF WATERCRAFT,
306.140-001N202073,Assorted Other,73,DID NOT RENDER ASSISTANCE AFTER A WATERCRAFT ACCIDENT,
306.140-002N202073,Assorted Other,73,FAILURE TO GIVE NAME AND ADDRESS AFTER WATERCRAFT ACCIDENT,
306.140-003N202073,Assorted Other,73,FAILURE TO REPORT WATERCRAFT ACCIDENT OR COLLISION,
306.150-001N202073,Assorted Other,73,FAILURE TO KEEP RENTAL RECORDS OF WATERCRAFT,
306.150-002N202073,Assorted Other,73,ALLOWING RENTAL BOAT TO DEPART PREMISES WITHOUT REQUIRED EQUIPMENT,
306.325-001N202073,Assorted Other,73,USE OF GLASS CONTAINER NOT PRESCRIBED BY PHYSICIAN IN WATERWAYS,
306.325-002N202073,Assorted Other,73,NO PROPER CONTAINER OR STORAGE BAG ON VESSEL FOR REFUSE/WASTE/TRASH MATERIALS,
306.325-003N202073,Assorted Other,73,NOT TRANSPORTING OR DISPOSING PROPERLY OF WASTE MATERIALS,
306.325-004N202073,Assorted Other,73,GLASS CONTAINERS NOT SECURED SAFELY IN VESSEL,
306.260-001N202073,Assorted Other,73,IMPROPER SEWAGE TANK,
306.260-002N202073,Assorted Other,73,NOT PLACING RAW SEWAGE IN APPROVED SYSTEM,
306.280-001N202073,Assorted Other,73,NOT ALLOWING MARINE TOILET INSPECTION,
306.217-001N202073,Assorted Other,73,SCUBA DIVING WITHOUT MARKING AREA,
306.217-002N202073,Assorted Other,73,OPERATING IN SCUBA DIVER'S MARKED AREA,
306.126-003N202073,Assorted Other,73,ALLOWING PERSON TO RIDE ON GUNWALE/TOP OF SEAT/BACK RAILING/DECKING OVER BOW OR BACK OF BOAT,
306.127-001N202073,Assorted Other,73,OPERATE VESSEL ON LAKE WITHOUT BOATING SAFETY IDENTIFICATION CARD,
306.130-001N202073,Assorted Other,73,NO PERMIT FOR REGATTA/RACE/PARADE/EXHIBITION/TOURNAMENT,
306.090-002N202073,Assorted Other,73,SOUND EXCEEDING 86 DECIBELS,
306.530-001N202073,Assorted Other,73,OUTBOARD MOTOR NOT REGISTERED,
306.535-001N202073,Assorted Other,73,IMPROPER REGISTRATION OF OUTBOARD MOTOR,
306.545-001N202073,Assorted Other,73,OUTBOARD MOTOR DECAL NOT DISPLAYED,
306.215-001N202073,Assorted Other,73,ANY PERSON WHO REFUSES OR INTERFERES WITH ANY INSPECTION OF BOAT/VESSEL FOR COMPLIANCE WITH WATERCRAFT REGULATIONS,
306.221-001N202073,Assorted Other,73,OBSTRUCT/IMPEDE FLOW OF TRAFFIC ON WATERS OF THIS STATE - 1ST OFFENSE,
